,duplication,SubHOG_after_duplication,subhog_branch_length,tax_level_subhog,member_gene_orth_id,member_gene_ensembl_id,tissues,taxon
697,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSOANG00000002245,ENSOANG00000002245,"{'endometrium', 'cerebellum', 'testis', 'fibroblast', 'brain', 'female gonad', 'liver', 'adult mammalian kidney', 'heart'}",Ornithorhynchus anatinus
698,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000016985,ENSXETG00000016985,"{'mesonephros', 'blastula', 'multi-cellular organism', 'embryo', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'gastrula', 'heart', 'egg cell'}",Xenopus tropicalis
699,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000010996,ENSGGOG00000010996,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver', 'adult mammalian kidney', 'heart'}",Gorilla gorilla
700,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000014346,ENSGALG00000014346,"{'spermatid', 'colon', 'spermatocyte', 'cerebellum', 'kidney', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'heart', 'lung', 'spleen'}",Gallus gallus
701,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000023681,ENSFCAG00000023681,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'tip of external ear', 'embryo', 'testis', 'liver', 'embryonic head', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
702,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000018335,ENSMODG00000018335,"{'endometrium', 'spermatocyte', 'cerebellum', 'blood', 'forelimb bud', 'uterine wall', 'extraembryonic membrane', 'lung', 'spinal cord', 'spermatid', 'hindlimb bud', 'embryo', 'testis', 'brain', 'heart', 'multi-cellular organism', 'uterus', 'female gonad', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'liver', 'placenta'}",Monodelphis domestica
703,https://omabrowser.org/oma/hog/information/HOG:0031342.2,https://omabrowser.org/oma/hog/information/HOG:0031342.2e_117571,17.50460261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000051620,ENSRNOG00000051620,"{'frontal cortex', 'colon', 'cerebellum', 'jejunum', 'pancreas', ""Ammon's horn"", 'quadriceps femoris', 'duodenum', 'lung', 'esophagus', 'thymus', 'stomach', 'testis', 'brain', 'heart', 'spleen', 'female gonad', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'liver', 'ileum'}",Rattus norvegicus
704,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000010141,ENSACAG00000010141,"{'embryo', 'heart', 'brain'}",Anolis carolinensis
705,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000023077,ENSRNOG00000023077,"{'frontal cortex', 'colon', 'cerebellum', 'jejunum', 'pancreas', ""Ammon's horn"", 'quadriceps femoris', 'duodenum', 'lung', 'esophagus', 'thymus', 'stomach', 'testis', 'brain', 'heart', 'spleen', 'liver', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'ileum'}",Rattus norvegicus
706,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000018421,ENSFCAG00000018421,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'tip of external ear', 'embryo', 'testis', 'liver', 'embryonic head', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
707,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000027739,ENSGALG00000027739,"{'cerebellum', 'testis', 'brain', 'heart', 'lung'}",Gallus gallus
708,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000011551,ENSBTAG00000011551,"{'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'prefrontal cortex', 'conceptus', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
709,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000008755,ENSCPOG00000008755,"{'frontal cortex', 'uterine cervix', 'liver', 'brain', 'adult mammalian kidney'}",Cavia porcellus
710,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000007471,ENSECAG00000007471,"{'multi-cellular organism', 'cerebellum', 'brainstem', 'prefrontal cortex', 'blood', 'embryo', 'trophoblast', 'inner cell mass', 'spinal cord'}",Equus caballus
711,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000017865,ENSXETG00000017865,"{'blastula', 'embryo', 'testis', 'female gonad', 'brain', 'gastrula', 'heart'}",Xenopus tropicalis
712,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000006115,ENSMMUG00000006115,"{'cortex of kidney', 'frontal cortex', 'cerebellar cortex', 'spermatocyte', 'multi-cellular organism', 'cerebellum', 'dorsolateral prefrontal cortex', 'prefrontal cortex', 'testis', 'fibroblast', 'brain', 'primary visual cortex', 'kidney', 'hindlimb stylopod muscle', 'spleen', 'superior frontal gyrus'}",Macaca mulatta
713,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000014229,ENSGGOG00000014229,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'adult mammalian kidney'}",Gorilla gorilla
714,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000005036,ENSMODG00000005036,"{'endometrium', 'spermatocyte', 'cerebellum', 'blood', 'forelimb bud', 'skeleton of lower jaw', 'uterine wall', 'extraembryonic membrane', 'lung', 'spinal cord', 'spermatid', 'hindlimb bud', 'embryo', 'testis', 'brain', 'heart', 'multi-cellular organism', 'uterus', 'female gonad', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'liver', 'placenta'}",Monodelphis domestica
715,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2f_117571,1.656530251,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000005432,ENSCAFG00000005432,"{'frontal cortex', 'hypothalamus', 'cerebellum', 'prefrontal cortex', 'adipose tissue', 'head', 'adrenal gland', 'olfactory bulb', 'pancreas', 'occipital cortex', 'adrenal cortex', 'spinal cord', 'cerebral cortex', 'pituitary gland', 'testis', 'small intestine', 'brain', 'heart', 'kidney', 'adult mammalian kidney', 'renal medulla', 'zone of skin'}",Canis lupus familiaris
716,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000027515,ENSFCAG00000027515,"{'eyeball of camera-type eye', 'prefrontal cortex', 'uterus', 'tip of external ear', 'embryo', 'testis', 'liver', 'embryonic head', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
717,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000009601,ENSGGOG00000009601,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver', 'adult mammalian kidney', 'heart'}",Gorilla gorilla
718,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000014415,ENSCPOG00000014415,"{'frontal cortex', 'uterine cervix', 'liver', 'brain', 'adult mammalian kidney'}",Cavia porcellus
719,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000015881,ENSGALG00000015881,"{'spermatid', 'colon', 'spermatocyte', 'cerebellum', 'kidney', 'granulocyte', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'heart', 'lung', 'spleen'}",Gallus gallus
720,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000013714,ENSXETG00000013714,"{'mesonephros', 'blastula', 'embryo', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'gastrula', 'heart', 'egg cell'}",Xenopus tropicalis
721,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000008849,ENSCAFG00000008849,"{'nose', 'frontal cortex', 'colon', 'hypothalamus', 'cerebellum', 'prefrontal cortex', 'adipose tissue', 'blood', 'head', 'adrenal gland', 'olfactory bulb', 'mitral valve', 'jejunum', 'heart left ventricle', 'urinary bladder', 'pancreas', 'cardiac muscle of left ventricle', 'occipital cortex', 'metanephros cortex', 'lymph node', 'kidney', 'granulocyte', 'smooth muscle tissue', 'adrenal cortex', 'cartilage tissue', 'lung', 'spinal cord', 'cerebral cortex', 'bone marrow', 'pituitary gland', 'mucosa of urinary bladder', 'hair follicle', 'heart right ventricle', 'stomach', 'saliva-secreting gland', 'thymus', 'keratinocyte', 'testis', 'small intestine', 'brain', 'left cardiac atrium', 'thyroid gland', 'heart', 'spleen', 'retina', 'right cardiac atrium', 'female gonad', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'placenta', 'renal medulla', 'zone of skin', 'mammary gland'}",Canis lupus familiaris
722,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000006308,ENSMMUG00000006308,"{'cortex of kidney', 'frontal cortex', 'colon', 'spermatocyte', 'cerebellum', 'dorsolateral prefrontal cortex', 'prefrontal cortex', 'cerebellar cortex', ""Ammon's horn"", 'lung', 'spermatid', 'testis', 'brain', 'primary visual cortex', 'heart', 'spleen', 'multi-cellular organism', 'fibroblast', 'liver', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'hindlimb stylopod muscle', 'ileum', 'superior frontal gyrus'}",Macaca mulatta
723,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000021241,ENSECAG00000021241,"{'endometrium', 'cerebellum', 'brainstem', 'prefrontal cortex', 'blood', 'muscle tissue', 'chorionic villus', 'articular cartilage of joint', 'synovial membrane of synovial joint', 'epithelium of bronchus', 'trophoblast', 'trophectoderm', 'spinal cord', 'bone marrow', 'embryo', 'testis', 'gluteus medius', 'triceps brachii', 'oviduct epithelium', 'multi-cellular organism', 'liver', 'adult mammalian kidney', 'inner cell mass', 'zone of skin'}",Equus caballus
724,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000015536,ENSBTAG00000015536,"{'spermatid', 'longissimus thoracis muscle', 'gluteal muscle', 'endometrium', 'scapular muscle', 'colon', 'spermatocyte', 'prefrontal cortex', 'conceptus', 'intercostal muscle', 'placenta', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
725,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000009847,ENSACAG00000009847,"{'dewlap', 'hemipenis', 'hindlimb bud', 'kidney', 'embryonic post-anal tail', 'forelimb bud', 'embryo', 'testis', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'adrenal gland', 'heart', 'lung'}",Anolis carolinensis
726,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSEEUG00000008081,ENSEEUG00000008081,"{'adult mammalian kidney', 'prefrontal cortex', 'liver'}",Erinaceus europaeus
727,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000006298,ENSRNOG00000006298,"{'frontal cortex', 'colon', 'cerebellum', 'jejunum', 'pancreas', 'quadriceps femoris', 'duodenum', 'lung', 'esophagus', 'thymus', 'stomach', 'testis', 'brain', 'heart', 'spleen', 'female gonad', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'liver', 'ileum'}",Rattus norvegicus
728,https://omabrowser.org/oma/hog/information/HOG:0033279.2,https://omabrowser.org/oma/hog/information/HOG:0033279.2b_117571,14.59330465,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000008067,ENSMODG00000008067,"{'endometrium', 'spermatocyte', 'cerebellum', 'blood', 'forelimb bud', 'skeleton of lower jaw', 'uterine wall', 'extraembryonic membrane', 'lung', 'spinal cord', 'spermatid', 'hindlimb bud', 'embryo', 'testis', 'brain', 'heart', 'multi-cellular organism', 'uterus', 'female gonad', 'skeletal muscle tissue', 'kidney', 'adult mammalian kidney', 'liver', 'placenta'}",Monodelphis domestica
729,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000002007,ENSGGOG00000002007,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'liver', 'adult mammalian kidney'}",Gorilla gorilla
730,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000007073,ENSBTAG00000007073,"{'endometrium', 'colon', 'liver', 'skeletal muscle tissue', 'adult mammalian kidney', 'heart', 'lung', 'spleen'}",Bos taurus
731,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSOANG00000015578,ENSOANG00000015578,"{'liver', 'testis', 'female gonad'}",Ornithorhynchus anatinus
732,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000009181,ENSFCAG00000009181,"{'prefrontal cortex', 'embryo', 'testis', 'liver', 'adult mammalian kidney', 'spleen'}",Felis catus
733,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000017329,ENSECAG00000017329,"{'multi-cellular organism', 'blood', 'embryo', 'testis', 'trophoblast', 'liver'}",Equus caballus
734,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000026124,ENSXETG00000026124,"{'material anatomical entity', 'mesonephros', 'multi-cellular organism', 'male organism', 'embryo', 'testis', 'liver', 'skeletal muscle tissue', 'gastrula', 'heart'}",Xenopus tropicalis
735,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000010935,ENSRNOG00000010935,"{'esophagus', 'frontal cortex', 'pancreas', 'colon', 'ileum', 'cerebellum', 'kidney', 'stomach', 'thymus', 'jejunum', 'quadriceps femoris', 'female gonad', 'brain', 'skeletal muscle tissue', 'adult mammalian kidney', 'liver', 'heart', 'lung', 'spleen', 'duodenum'}",Rattus norvegicus
736,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000014975,ENSMODG00000014975,"{'multi-cellular organism', 'kidney', 'blood', 'embryo', 'testis', 'brain', 'female gonad', 'skeletal muscle tissue', 'liver', 'heart', 'lung'}",Monodelphis domestica
737,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000004499,ENSCAFG00000004499,"{'cerebellum', 'adipose tissue', 'blood', 'head', 'mitral valve', 'heart left ventricle', 'cardiac muscle of left ventricle', 'metanephros cortex', 'smooth muscle tissue', 'granulocyte', 'lung', 'heart right ventricle', 'testis', 'brain', 'left cardiac atrium', 'heart', 'right cardiac atrium', 'female gonad', 'liver', 'kidney', 'renal medulla', 'zone of skin'}",Canis lupus familiaris
738,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCPOG00000000649,ENSCPOG00000000649,"{'adult mammalian kidney', 'liver', 'brain'}",Cavia porcellus
739,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000017029,ENSMMUG00000017029,"{'spermatid', 'cortex of kidney', 'frontal cortex', 'cerebellar cortex', 'ileum', 'spermatocyte', 'multi-cellular organism', 'cerebellum', 'kidney', 'prefrontal cortex', 'dorsolateral prefrontal cortex', 'testis', 'brain', 'skeletal muscle tissue', 'liver', 'primary visual cortex', 'hindlimb stylopod muscle', 'heart'}",Macaca mulatta
740,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000016985,ENSGALG00000016985,"{'testis', 'liver'}",Gallus gallus
741,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2d_117571,4.517838804,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000016400,ENSACAG00000016400,"{'dewlap', 'kidney', 'embryo', 'female gonad', 'brain', 'skeletal muscle tissue', 'liver', 'heart', 'lung'}",Anolis carolinensis
742,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSBTAG00000000456,ENSBTAG00000000456,{'endometrium'},Bos taurus
743,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSECAG00000021384,ENSECAG00000021384,"{'multi-cellular organism', 'embryo', 'trophoblast', 'liver', 'muscle tissue', 'synovial membrane of synovial joint', 'adult mammalian kidney', 'gluteus medius', 'spinal cord', 'triceps brachii'}",Equus caballus
744,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSFCAG00000000222,ENSFCAG00000000222,"{'eyeball of camera-type eye', 'tip of external ear', 'embryo', 'testis', 'adult mammalian kidney', 'spleen', 'zone of skin'}",Felis catus
745,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000016077,ENSXETG00000016077,"{'gastrula', 'embryo', 'heart', 'liver'}",Xenopus tropicalis
746,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000006963,ENSACAG00000006963,"{'hindlimb bud', 'embryo', 'female gonad', 'brain', 'liver', 'adrenal gland', 'heart'}",Anolis carolinensis
747,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000006834,ENSGALG00000006834,{'skeletal muscle tissue'},Gallus gallus
748,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000005518,ENSMMUG00000005518,"{'cortex of kidney', 'frontal cortex', 'cerebellar cortex', 'colon', 'spermatocyte', 'multi-cellular organism', 'cerebellum', 'prefrontal cortex', 'testis', 'brain', 'hindlimb stylopod muscle', 'kidney', 'adult mammalian kidney', 'heart', 'lung', 'superior frontal gyrus'}",Macaca mulatta
749,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMODG00000021255,ENSMODG00000021255,"{'spermatid', 'spermatocyte', 'hindlimb bud', 'multi-cellular organism', 'uterus', 'embryo', 'testis', 'female gonad', 'brain', 'kidney', 'forelimb bud'}",Monodelphis domestica
750,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSCAFG00000008226,ENSCAFG00000008226,"{'frontal cortex', 'colon', 'cerebellum', 'adipose tissue', 'blood', 'head', 'adrenal gland', 'olfactory bulb', 'jejunum', 'heart left ventricle', 'urinary bladder', 'pancreas', 'metanephros cortex', 'kidney', 'smooth muscle tissue', 'adrenal cortex', 'cartilage tissue', 'lung', 'spinal cord', 'cerebral cortex', 'bone marrow', 'thymus', 'heart right ventricle', 'saliva-secreting gland', 'keratinocyte', 'testis', 'small intestine', 'brain', 'thyroid gland', 'heart', 'spleen', 'retina', 'right cardiac atrium', 'female gonad', 'skeletal muscle tissue', 'liver', 'renal medulla', 'zone of skin', 'mammary gland'}",Canis lupus familiaris
751,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSRNOG00000030904,ENSRNOG00000030904,"{'esophagus', 'pancreas', 'colon', 'ileum', 'thymus', 'stomach', 'testis', 'quadriceps femoris', 'brain', 'liver', 'kidney', 'adult mammalian kidney', 'duodenum', 'heart', 'spleen', 'jejunum'}",Rattus norvegicus
752,https://omabrowser.org/oma/hog/information/HOG:0030836.2,https://omabrowser.org/oma/hog/information/HOG:0030836.2i_117571,7.604730261,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000005316,ENSGGOG00000005316,"{'frontal cortex', 'cerebellum', 'prefrontal cortex', 'testis', 'liver'}",Gorilla gorilla
753,https://omabrowser.org/oma/hog/information/HOG:0033015.2,https://omabrowser.org/oma/hog/information/HOG:0033015.2f_117571,7.736355079,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGALG00000003839,ENSGALG00000003839,"{'liver', 'cerebellum', 'brain', 'kidney'}",Gallus gallus
754,https://omabrowser.org/oma/hog/information/HOG:0033015.2,https://omabrowser.org/oma/hog/information/HOG:0033015.2f_117571,7.736355079,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSACAG00000011406,ENSACAG00000011406,"{'female gonad', 'testis', 'brain', 'dewlap'}",Anolis carolinensis
755,https://omabrowser.org/oma/hog/information/HOG:0033015.2,https://omabrowser.org/oma/hog/information/HOG:0033015.2f_117571,7.736355079,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSGGOG00000010055,ENSGGOG00000010055,"{'cerebellum', 'testis', 'prefrontal cortex', 'frontal cortex'}",Gorilla gorilla
756,https://omabrowser.org/oma/hog/information/HOG:0033015.2,https://omabrowser.org/oma/hog/information/HOG:0033015.2f_117571,7.736355079,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSMMUG00000012005,ENSMMUG00000012005,"{'frontal cortex', 'cerebellar cortex', ""Ammon's horn"", 'cerebellum', 'multi-cellular organism', 'prefrontal cortex', 'dorsolateral prefrontal cortex', 'brain', 'liver', 'primary visual cortex', 'hindlimb stylopod muscle', 'ileum', 'spleen', 'superior frontal gyrus'}",Macaca mulatta
757,https://omabrowser.org/oma/hog/information/HOG:0033015.2,https://omabrowser.org/oma/hog/information/HOG:0033015.2f_117571,7.736355079,Euteleostomi,http://omabrowser.org/ontology/oma#GENE_ENSXETG00000032539,ENSXETG00000032539,"{'gastrula', 'embryo', 'blastula', 'brain'}",Xenopus tropicalis
